Area Name,Area ID,Year,Age Group,Total,Male,Female,White Total,White Male,White Female,Black Total,Black Male,Black Female,AIAN Total,AIAN Male,AIAN Female,Asian Total,Asian Male,Asian Female,NHOPI Total,NHOPI Male,NHOPI Female,Two or More Races Total,Two or More Races Male,Two or More Races Female
Pierce,53053,2011,40-44,"56,182","27,951","28,230","44,520","22,240","22,280","4,250","2,326","1,924",875,420,456,"3,796","1,651","2,144",686,341,345,"2,055",973,"1,081"
Pierce,53053,2011,45-49,"58,490","29,307","29,183","46,944","23,772","23,172","4,329","2,322","2,007",900,441,459,"3,690","1,533","2,157",633,309,324,"1,995",931,"1,064"
Pierce,53053,2011,50-54,"59,725","29,612","30,112","48,393","24,266","24,127","4,312","2,395","1,917",822,381,441,"3,839","1,420","2,420",586,275,311,"1,772",877,895
Pierce,53053,2011,55-59,"52,150","25,374","26,776","43,117","21,169","21,948","3,124","1,743","1,381",735,375,360,"3,513","1,277","2,236",419,205,214,"1,242",605,638
Pierce,53053,2011,60-64,"43,826","21,248","22,579","37,276","18,356","18,920","2,062","1,055","1,008",523,269,254,"2,884","1,065","1,820",306,159,147,774,345,429
Pierce,53053,2011,65-69,"30,146","14,339","15,807","26,028","12,576","13,452","1,305",714,591,298,136,162,"1,908",646,"1,262",148,78,70,459,189,269
Pierce,53053,2011,70-74,"20,545","9,559","10,986","17,540","8,322","9,218",875,432,442,181,81,100,"1,518",527,990,139,67,72,293,128,164
Pierce,53053,2011,75-79,"15,862","7,056","8,807","13,617","6,262","7,355",657,311,346,108,37,71,"1,209",331,878,65,33,31,208,82,126
Pierce,53053,2011,80-84,"12,120","4,951","7,169","10,634","4,438","6,196",453,209,245,54,22,32,819,200,619,33,18,15,126,64,62
Pierce,53053,2011,85+,"11,662","3,832","7,831","10,715","3,537","7,178",280,111,169,43,9,34,492,135,357,23,9,13,110,31,79
Pierce,53053,2011,Total,"802,150","396,292","405,858","619,232","307,409","311,823","56,777","30,096","26,681","12,939","6,440","6,499","49,306","20,950","28,356","11,235","5,539","5,696","52,661","25,858","26,803"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
San Juan,53055,2011,0-4,509,238,270,454,211,242,7,2,5,7,3,4,4,1,3,0,0,0,37,21,16
San Juan,53055,2011,5-9,632,304,329,565,268,296,6,6,0,13,9,4,12,1,11,0,0,0,37,20,17
San Juan,53055,2011,10-14,787,399,388,723,370,353,6,2,4,5,2,3,14,5,9,1,0,1,38,20,19
San Juan,53055,2011,15-19,788,388,400,716,362,354,4,2,2,10,3,7,27,9,17,2,0,2,30,12,18
San Juan,53055,2011,20-24,483,260,222,440,242,199,3,3,0,7,3,4,10,4,5,4,0,4,19,8,11
San Juan,53055,2011,25-29,583,257,326,534,242,291,8,4,4,13,3,10,8,1,7,1,0,1,19,7,12
San Juan,53055,2011,30-34,681,339,341,632,317,315,4,2,2,12,8,4,10,1,9,2,1,1,20,11,10
San Juan,53055,2011,35-39,707,375,332,656,350,306,2,1,1,9,4,5,13,3,10,1,0,1,27,17,10
San Juan,53055,2011,40-44,861,413,448,818,393,425,1,1,0,7,2,5,14,6,8,3,2,1,17,9,9
San Juan,53055,2011,45-49,"1,033",503,530,979,470,509,6,5,1,10,7,4,15,5,10,2,1,1,22,16,6
San Juan,53055,2011,50-54,"1,388",642,745,"1,338",621,717,5,3,2,11,5,6,11,4,7,0,0,0,23,9,13
San Juan,53055,2011,55-59,"1,657",788,869,"1,599",763,836,6,2,4,7,2,5,17,3,14,0,0,0,29,19,10
San Juan,53055,2011,60-64,"1,888",898,990,"1,844",875,969,0,0,0,7,5,2,9,2,7,0,0,0,27,15,12
San Juan,53055,2011,65-69,"1,477",746,732,"1,447",734,712,0,0,0,6,5,1,11,4,7,0,0,0,14,2,11
San Juan,53055,2011,70-74,969,497,472,954,489,464,4,2,1,1,0,1,7,2,4,0,0,0,5,3,1
San Juan,53055,2011,75-79,580,294,286,565,290,275,1,0,1,2,1,1,10,3,7,0,0,0,2,1,1
San Juan,53055,2011,80-84,426,213,213,422,212,211,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1
San Juan,53055,2011,85+,451,176,275,444,175,269,0,0,0,2,0,2,3,1,2,0,0,0,1,0,1
San Juan,53055,2011,Total,"15,900","7,731","8,169","15,127","7,383","7,744",64,35,29,129,61,68,196,56,140,15,4,11,369,190,179
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Skagit,53057,2011,0-4,"7,493","3,780","3,713","6,511","3,260","3,252",85,47,37,309,143,166,117,61,56,33,19,14,439,251,188
Skagit,53057,2011,5-9,"7,466","3,760","3,706","6,453","3,280","3,173",105,56,49,305,129,176,136,70,66,29,14,15,439,213,226
Skagit,53057,2011,10-14,"7,660","3,902","3,757","6,722","3,403","3,318",78,38,40,336,178,158,131,66,64,25,12,12,369,205,164
Skagit,53057,2011,15-19,"7,839","4,033","3,806","6,858","3,512","3,346",104,61,43,301,165,136,185,105,80,33,19,15,358,171,187
Skagit,53057,2011,20-24,"6,836","3,553","3,283","6,029","3,155","2,874",106,59,46,247,126,121,176,86,90,30,13,16,248,112,135
Skagit,53057,2011,25-29,"7,298","3,730","3,568","6,554","3,367","3,187",107,69,38,233,105,127,153,71,82,22,12,10,229,106,123
Skagit,53057,2011,30-34,"6,943","3,583","3,359","6,277","3,240","3,038",74,49,25,228,110,119,143,71,71,21,11,10,199,103,96
Skagit,53057,2011,35-39,"6,643","3,306","3,337","5,983","2,996","2,987",63,42,21,216,100,115,176,62,114,19,11,8,186,94,92
Skagit,53057,2011,40-44,"7,133","3,613","3,520","6,521","3,308","3,213",56,30,25,207,117,90,202,87,115,21,14,7,127,58,69
Skagit,53057,2011,45-49,"7,578","3,812","3,765","7,044","3,563","3,481",59,40,19,173,90,83,160,52,108,11,8,3,131,60,71
Skagit,53057,2011,50-54,"8,568","4,213","4,355","8,007","3,951","4,056",50,34,16,172,86,86,189,78,111,12,4,8,137,59,78
Skagit,53057,2011,55-59,"8,556","4,152","4,404","8,101","3,934","4,167",30,22,7,160,76,84,142,56,86,12,8,4,111,55,55
Skagit,53057,2011,60-64,"8,033","3,891","4,142","7,692","3,739","3,953",30,17,13,90,37,52,120,44,77,8,5,3,93,49,44
Skagit,53057,2011,65-69,"6,264","3,016","3,248","6,027","2,924","3,103",13,6,7,84,29,55,79,30,49,2,2,0,58,24,34
Skagit,53057,2011,70-74,"4,386","2,132","2,254","4,246","2,062","2,184",4,2,2,44,25,19,47,19,27,1,1,0,45,22,23
Skagit,53057,2011,75-79,"3,325","1,585","1,741","3,224","1,541","1,683",2,1,1,31,16,15,36,13,23,3,2,1,30,12,18
Skagit,53057,2011,80-84,"2,634","1,163","1,470","2,577","1,138","1,438",1,1,0,13,7,6,19,9,10,2,1,1,22,7,15
Skagit,53057,2011,85+,"2,747","1,026","1,721","2,690","1,009","1,681",3,2,1,16,5,11,20,4,16,0,0,0,17,6,11
Skagit,53057,2011,Total,"117,400","58,251","59,149","107,517","53,381","54,136",968,577,391,"3,164","1,545","1,619","2,231",986,"1,245",284,155,129,"3,236","1,607","1,629"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Skamania,53059,2011,0-4,558,287,272,506,254,252,4,4,0,7,3,4,4,3,1,0,0,0,37,23,15
Skamania,53059,2011,5-9,672,339,333,624,316,308,6,5,1,12,3,9,3,2,1,0,0,0,26,13,14
Skamania,53059,2011,10-14,727,357,370,656,333,323,10,5,5,22,6,16,4,1,3,1,0,1,33,13,21
Skamania,53059,2011,15-19,739,390,349,655,350,304,5,2,3,16,10,6,7,3,5,2,2,1,54,24,30
Skamania,53059,2011,20-24,457,232,225,420,216,204,2,1,1,8,4,4,8,5,3,1,1,0,18,5,13
Skamania,53059,2011,25-29,488,253,235,458,237,221,2,0,2,9,4,5,4,3,1,0,0,0,15,9,7
Skamania,53059,2011,30-34,637,312,326,597,290,307,3,1,2,14,8,6,5,1,4,0,0,0,18,12,7
Skamania,53059,2011,35-39,631,307,324,598,295,302,1,0,1,13,6,7,6,3,3,0,0,0,13,3,10
Skamania,53059,2011,40-44,738,366,372,697,346,351,2,2,0,17,12,5,6,1,5,1,0,1,15,4,10
Skamania,53059,2011,45-49,885,441,443,849,427,422,4,2,2,11,6,5,5,0,5,2,0,2,13,6,8
Skamania,53059,2011,50-54,"1,002",490,512,948,471,477,4,1,3,19,8,12,15,3,12,1,0,1,14,7,7
Skamania,53059,2011,55-59,"1,075",565,510,"1,030",540,490,1,1,0,12,6,5,10,3,6,2,0,2,21,14,7
Skamania,53059,2011,60-64,857,432,425,815,416,400,2,1,1,12,4,8,6,0,6,1,0,1,22,11,10
Skamania,53059,2011,65-69,633,321,312,612,313,299,1,1,0,2,1,1,9,3,6,0,0,0,8,3,5
Skamania,53059,2011,70-74,389,206,183,372,198,174,0,0,0,8,1,7,2,2,0,0,0,0,7,5,2
Skamania,53059,2011,75-79,295,144,150,287,141,146,0,0,0,5,2,3,1,0,1,0,0,0,1,1,0
Skamania,53059,2011,80-84,210,101,109,207,98,108,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0
Skamania,53059,2011,85+,156,67,89,154,67,87,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Skamania,53059,2011,Total,"11,150","5,611","5,539","10,485","5,310","5,175",47,26,21,189,85,104,98,35,63,11,3,8,320,153,167
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snohomish,53061,2011,0-4,"46,749","23,812","22,936","34,608","17,666","16,942","1,657",814,843,914,448,466,"4,137","2,129","2,008",296,151,145,"5,136","2,604","2,533"
Snohomish,53061,2011,5-9,"46,797","23,971","22,826","35,455","18,225","17,229","1,511",775,736,899,436,464,"4,244","2,138","2,106",294,146,148,"4,394","2,251","2,143"
Snohomish,53061,2011,10-14,"48,509","24,738","23,771","37,741","19,249","18,492","1,442",733,709,929,479,449,"4,166","2,128","2,038",260,138,122,"3,972","2,011","1,961"
Snohomish,53061,2011,15-19,"48,980","25,322","23,658","38,577","20,049","18,529","1,390",725,665,981,480,500,"4,433","2,277","2,156",297,158,139,"3,302","1,633","1,670"
Snohomish,53061,2011,20-24,"44,050","23,295","20,755","35,003","18,505","16,498","1,563",921,642,878,449,429,"4,042","2,079","1,963",324,194,130,"2,241","1,149","1,092"
Snohomish,53061,2011,25-29,"49,636","25,523","24,113","39,804","20,678","19,126","1,641",967,674,885,458,426,"4,858","2,206","2,652",288,148,140,"2,161","1,065","1,095"
Snohomish,53061,2011,30-34,"50,243","25,772","24,470","39,821","20,600","19,221","1,833","1,059",774,857,456,401,"5,409","2,467","2,942",346,193,153,"1,976",997,979
Snohomish,53061,2011,35-39,"48,704","24,700","24,004","38,466","19,684","18,782","1,685","1,017",668,770,371,399,"5,954","2,704","3,251",283,150,133,"1,545",774,771
Snohomish,53061,2011,40-44,"54,636","27,924","26,711","44,619","22,919","21,701","1,696","1,073",623,848,451,397,"5,730","2,597","3,133",285,159,126,"1,458",726,732
Snohomish,53061,2011,45-49,"56,788","28,708","28,080","47,879","24,382","23,497","1,514",979,535,792,370,422,"5,159","2,276","2,884",223,111,112,"1,221",589,631
Snohomish,53061,2011,50-54,"57,141","28,710","28,431","49,253","24,856","24,398","1,237",779,458,704,345,359,"4,605","2,068","2,537",201,109,92,"1,140",553,587
Snohomish,53061,2011,55-59,"49,846","24,718","25,128","43,453","21,685","21,768",899,539,360,616,296,320,"3,961","1,754","2,206",128,64,63,790,379,410
Snohomish,53061,2011,60-64,"39,249","19,002","20,247","34,635","16,882","17,753",544,318,226,408,180,229,"3,032","1,307","1,725",84,40,44,546,276,270
Snohomish,53061,2011,65-69,"25,449","12,120","13,329","22,528","10,760","11,767",276,154,122,280,141,140,"1,984",884,"1,100",67,35,32,314,146,169
Snohomish,53061,2011,70-74,"17,201","7,819","9,382","15,198","6,917","8,281",179,95,84,166,68,98,"1,419",622,797,28,13,16,211,105,106
Snohomish,53061,2011,75-79,"12,753","5,554","7,199","11,433","5,018","6,416",106,41,65,106,50,56,943,373,570,20,7,13,145,65,80
Snohomish,53061,2011,80-84,"9,777","3,915","5,862","9,051","3,653","5,398",51,25,25,57,32,25,528,178,350,11,3,8,79,24,55
Snohomish,53061,2011,85+,"10,493","3,553","6,940","9,928","3,368","6,560",59,10,48,49,14,35,376,124,252,5,2,3,76,35,41
Snohomish,53061,2011,Total,"717,000","359,157","357,843","587,453","295,096","292,357","19,282","11,026","8,256","11,137","5,523","5,614","64,981","30,311","34,670","3,441","1,822","1,619","30,706","15,380","15,326"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spokane,53063,2011,0-4,"30,115","15,428","14,686","25,220","12,913","12,306",634,331,303,681,350,331,541,270,270,223,97,126,"2,816","1,466","1,350"
Spokane,53063,2011,5-9,"29,600","15,227","14,373","25,103","13,022","12,082",639,335,304,612,316,296,664,271,394,195,95,100,"2,385","1,189","1,197"
Spokane,53063,2011,10-14,"30,415","15,718","14,696","26,096","13,484","12,612",621,330,291,652,342,310,632,305,327,215,96,119,"2,199","1,162","1,037"
Spokane,53063,2011,15-19,"33,880","17,008","16,873","29,488","14,836","14,652",778,408,370,678,333,344,806,383,423,172,83,89,"1,960",965,995
Spokane,53063,2011,20-24,"38,609","19,218","19,391","33,861","16,747","17,114","1,043",640,403,813,392,421,"1,057",536,522,205,111,94,"1,628",791,837
Spokane,53063,2011,25-29,"33,933","17,348","16,586","30,259","15,458","14,801",699,462,237,650,327,322,879,413,466,229,110,119,"1,217",577,640
Spokane,53063,2011,30-34,"28,719","14,806","13,913","25,593","13,140","12,452",629,438,191,591,298,293,735,327,409,168,92,75,"1,003",511,493
Spokane,53063,2011,35-39,"27,312","13,885","13,427","24,540","12,420","12,120",543,381,162,545,269,276,800,376,424,126,71,55,758,369,389
Spokane,53063,2011,40-44,"29,844","15,080","14,764","27,262","13,782","13,479",534,353,180,510,247,263,756,324,433,129,66,63,653,308,346
Spokane,53063,2011,45-49,"32,436","16,042","16,394","30,039","14,846","15,193",534,348,186,518,233,285,669,274,395,92,55,37,584,287,297
Spokane,53063,2011,50-54,"34,368","16,942","17,426","32,050","15,805","16,245",553,358,195,477,208,269,620,242,378,84,41,43,584,288,296
Spokane,53063,2011,55-59,"32,777","15,961","16,816","30,843","15,037","15,805",433,286,147,379,175,204,609,221,389,67,31,36,446,212,234
Spokane,53063,2011,60-64,"28,505","13,885","14,620","27,002","13,184","13,818",295,208,87,303,152,151,557,203,355,41,19,22,307,119,188
Spokane,53063,2011,65-69,"19,377","9,306","10,071","18,491","8,866","9,625",148,95,52,169,77,91,315,141,174,34,12,22,221,114,107
Spokane,53063,2011,70-74,"13,831","6,453","7,377","13,206","6,178","7,029",108,60,48,124,48,76,236,100,136,24,10,13,133,57,76
Spokane,53063,2011,75-79,"10,758","4,747","6,011","10,318","4,560","5,758",89,53,35,64,36,27,183,56,127,15,5,10,89,35,53
Spokane,53063,2011,80-84,"8,721","3,491","5,231","8,455","3,385","5,069",38,18,19,47,23,24,120,35,85,9,4,5,52,25,27
Spokane,53063,2011,85+,"9,451","3,157","6,294","9,188","3,050","6,138",54,23,31,29,10,18,121,48,73,2,0,2,57,25,32
Spokane,53063,2011,Total,"472,650","233,701","238,949","427,012","210,714","216,298","8,372","5,128","3,244","7,840","3,836","4,004","10,303","4,523","5,780","2,030","1,000","1,030","17,093","8,500","8,593"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Stevens,53065,2011,0-4,"2,246","1,140","1,106","1,839",929,910,11,4,7,231,125,105,12,4,8,3,1,2,151,77,74
Stevens,53065,2011,5-9,"2,642","1,369","1,273","2,208","1,146","1,062",11,5,6,227,125,103,18,6,13,11,5,7,166,83,83
Stevens,53065,2011,10-14,"3,158","1,613","1,545","2,741","1,399","1,341",20,12,8,194,97,97,11,4,7,12,6,6,181,95,87
Stevens,53065,2011,15-19,"3,300","1,735","1,565","2,885","1,510","1,375",18,11,8,210,122,88,11,8,3,5,3,2,170,81,88
Stevens,53065,2011,20-24,"1,849",973,876,"1,527",807,720,14,9,6,208,109,99,13,3,10,5,4,1,82,41,41
Stevens,53065,2011,25-29,"1,717",853,864,"1,477",741,735,6,2,4,146,71,75,20,5,15,2,2,0,67,32,35
Stevens,53065,2011,30-34,"1,924",892,"1,032","1,700",783,917,4,3,1,143,74,69,15,5,10,1,0,1,62,27,34
Stevens,53065,2011,35-39,"2,136","1,082","1,054","1,917",976,941,4,2,2,133,65,68,21,7,14,5,1,4,57,31,25
Stevens,53065,2011,40-44,"2,610","1,244","1,366","2,365","1,123","1,243",9,2,7,137,70,67,20,4,16,13,6,7,65,39,26
Stevens,53065,2011,45-49,"2,960","1,438","1,522","2,705","1,320","1,384",10,3,7,147,71,76,20,5,15,2,0,2,77,39,38
Stevens,53065,2011,50-54,"3,742","1,801","1,941","3,448","1,668","1,780",22,15,7,177,85,92,16,5,11,6,3,3,72,24,48
Stevens,53065,2011,55-59,"3,887","1,914","1,973","3,621","1,788","1,833",13,7,6,159,80,79,21,2,19,7,4,3,68,34,34
Stevens,53065,2011,60-64,"3,658","1,885","1,773","3,435","1,767","1,669",4,2,2,119,66,53,20,7,13,2,1,1,77,42,35
Stevens,53065,2011,65-69,"2,809","1,447","1,363","2,649","1,362","1,287",3,2,1,102,52,50,12,5,7,1,1,0,42,25,17
Stevens,53065,2011,70-74,"2,043","1,077",966,"1,945","1,031",914,2,2,0,55,29,26,9,2,6,2,1,1,31,12,19
Stevens,53065,2011,75-79,"1,321",664,657,"1,239",627,612,1,0,1,46,21,25,11,3,7,0,0,0,24,12,12
Stevens,53065,2011,80-84,834,385,449,801,375,426,0,0,0,25,8,17,3,1,2,0,0,0,5,1,4
Stevens,53065,2011,85+,764,292,473,743,284,458,0,0,0,13,4,9,2,0,2,1,0,1,5,3,2
Stevens,53065,2011,Total,"43,600","21,802","21,798","39,243","19,635","19,608",152,80,72,"2,473","1,275","1,198",253,76,177,77,36,41,"1,402",700,702
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Thurston,53067,2011,0-4,"15,269","7,901","7,367","11,592","5,994","5,598",452,240,211,316,172,144,674,335,339,152,82,70,"2,083","1,078","1,005"
Thurston,53067,2011,5-9,"15,332","7,897","7,435","11,831","6,173","5,658",499,230,269,277,135,142,866,435,431,167,93,74,"1,692",830,861
Thurston,53067,2011,10-14,"16,653","8,645","8,009","12,948","6,790","6,159",621,322,299,318,168,149,895,412,483,207,110,97,"1,664",842,822
Thurston,53067,2011,15-19,"17,143","8,882","8,261","13,488","7,006","6,482",685,362,323,311,151,160,985,514,471,204,101,102,"1,471",748,723
Thurston,53067,2011,20-24,"16,480","8,116","8,364","13,581","6,696","6,885",509,277,231,332,161,171,856,401,456,174,89,86,"1,027",492,535
Thurston,53067,2011,25-29,"17,084","8,482","8,602","14,251","7,137","7,114",531,307,225,289,153,137,847,365,483,178,86,92,987,435,552
Thurston,53067,2011,30-34,"17,265","8,474","8,790","14,372","7,079","7,293",573,339,235,337,169,168,959,393,566,190,104,87,832,390,442
Thurston,53067,2011,35-39,"15,713","7,733","7,980","13,043","6,470","6,572",544,319,225,290,143,148,"1,071",439,631,162,87,75,603,275,328
Thurston,53067,2011,40-44,"17,238","8,562","8,676","14,605","7,284","7,321",596,361,235,278,132,145,"1,073",474,599,133,68,65,553,243,311
Thurston,53067,2011,45-49,"17,585","8,535","9,049","15,213","7,435","7,778",523,292,231,242,122,119,997,401,596,145,72,72,465,213,252
Thurston,53067,2011,50-54,"18,880","9,032","9,847","16,446","7,908","8,538",549,340,209,265,127,138,"1,099",407,692,106,61,46,415,190,226
Thurston,53067,2011,55-59,"18,720","8,709","10,011","16,620","7,751","8,869",402,240,162,230,112,118,"1,016",392,624,108,50,58,345,164,181
Thurston,53067,2011,60-64,"16,892","7,932","8,960","15,316","7,260","8,057",278,167,111,176,85,91,771,259,512,83,42,40,268,119,149
Thurston,53067,2011,65-69,"11,540","5,487","6,053","10,506","4,994","5,513",165,106,60,117,65,52,550,223,327,39,20,19,162,80,82
Thurston,53067,2011,70-74,"7,612","3,556","4,056","6,974","3,265","3,709",84,55,29,82,47,35,376,145,231,20,8,12,75,35,40
Thurston,53067,2011,75-79,"5,602","2,577","3,025","5,188","2,422","2,765",56,32,24,29,11,18,252,82,170,11,3,9,65,26,39
Thurston,53067,2011,80-84,"4,395","1,832","2,563","4,142","1,739","2,404",29,18,11,19,7,12,156,48,108,5,3,2,43,17,26
Thurston,53067,2011,85+,"4,697","1,588","3,109","4,536","1,538","2,998",26,7,19,18,5,12,88,24,64,7,3,4,21,10,11
Thurston,53067,2011,Total,"254,100","123,943","130,157","214,653","104,941","109,712","7,123","4,014","3,109","3,926","1,966","1,960","13,534","5,752","7,782","2,092","1,083","1,009","12,772","6,186","6,586"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Wahkiakum,53069,2011,0-4,155,72,83,136,64,72,1,0,1,4,3,1,1,0,1,0,0,0,13,5,8
Wahkiakum,53069,2011,5-9,185,92,93,168,82,86,1,1,0,2,1,1,0,0,0,2,1,1,12,7,5
Wahkiakum,53069,2011,10-14,241,116,124,217,101,116,2,1,1,12,10,2,1,1,0,0,0,0,9,3,5
Wahkiakum,53069,2011,15-19,222,130,92,199,120,78,4,3,1,6,3,4,1,0,1,0,0,0,13,5,8
Wahkiakum,53069,2011,20-24,103,58,45,94,54,40,0,0,0,1,1,0,1,0,1,0,0,0,7,3,4
Wahkiakum,53069,2011,25-29,143,82,61,131,75,56,1,1,0,1,1,0,0,0,0,2,1,1,8,4,4
Wahkiakum,53069,2011,30-34,161,85,76,156,82,73,1,1,0,0,0,0,2,1,1,0,0,0,2,0,2
Wahkiakum,53069,2011,35-39,160,70,90,152,67,85,0,0,0,3,2,1,1,0,1,0,0,0,4,1,3
Wahkiakum,53069,2011,40-44,218,108,110,204,103,101,0,0,0,7,1,6,3,1,2,0,0,0,3,2,1
Wahkiakum,53069,2011,45-49,259,143,116,248,137,111,0,0,0,2,1,1,2,0,2,0,0,0,7,4,3
Wahkiakum,53069,2011,50-54,282,132,149,267,129,138,0,0,0,3,2,1,5,0,5,1,1,0,6,1,5
Wahkiakum,53069,2011,55-59,372,186,186,355,178,176,0,0,0,2,1,1,4,2,2,0,0,0,11,4,7
Wahkiakum,53069,2011,60-64,442,216,225,426,209,217,2,1,1,9,5,4,1,0,1,0,0,0,3,1,2
Wahkiakum,53069,2011,65-69,379,183,195,370,181,190,0,0,0,1,0,1,1,0,1,0,0,0,6,3,3
Wahkiakum,53069,2011,70-74,284,150,133,274,146,128,0,0,0,2,1,1,0,0,0,0,0,0,8,4,4
Wahkiakum,53069,2011,75-79,180,87,92,175,85,90,0,0,0,2,0,2,0,0,0,1,1,0,1,1,0
Wahkiakum,53069,2011,80-84,119,65,54,119,65,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wahkiakum,53069,2011,85+,98,33,65,97,33,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Wahkiakum,53069,2011,Total,"4,000","2,008","1,992","3,787","1,912","1,875",12,8,4,57,31,26,23,5,18,6,4,2,115,48,67
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Walla Walla,53071,2011,0-4,"3,464","1,791","1,673","3,168","1,637","1,531",47,30,18,50,25,25,28,10,18,6,4,2,165,85,79
Walla Walla,53071,2011,5-9,"3,622","1,843","1,779","3,294","1,689","1,605",48,28,20,61,26,35,32,7,25,9,3,6,178,90,88
Walla Walla,53071,2011,10-14,"3,709","1,837","1,872","3,428","1,707","1,720",38,18,20,58,28,30,33,18,16,12,5,8,140,61,78
Walla Walla,53071,2011,15-19,"4,479","2,244","2,235","4,050","2,029","2,021",76,50,27,62,35,27,98,50,48,22,9,13,171,71,100
Walla Walla,53071,2011,20-24,"5,722","3,079","2,643","5,095","2,706","2,390",186,149,37,82,48,34,139,65,74,32,23,9,188,89,99
Walla Walla,53071,2011,25-29,"3,797","2,232","1,565","3,374","1,919","1,454",178,165,13,66,46,20,65,31,33,18,13,5,97,57,41
Walla Walla,53071,2011,30-34,"3,339","1,828","1,511","3,034","1,636","1,398",99,89,10,44,25,19,67,26,41,18,12,7,77,41,36
Walla Walla,53071,2011,35-39,"3,229","1,715","1,514","2,944","1,534","1,410",99,85,14,60,41,19,49,17,32,13,4,9,64,34,30
Walla Walla,53071,2011,40-44,"3,458","1,819","1,639","3,203","1,663","1,540",99,83,16,55,33,22,53,16,37,5,3,2,43,21,22
Walla Walla,53071,2011,45-49,"3,709","1,915","1,794","3,479","1,771","1,707",85,72,13,50,26,23,40,18,22,10,7,3,46,21,25
Walla Walla,53071,2011,50-54,"3,933","1,948","1,985","3,692","1,807","1,885",86,66,20,41,26,15,43,20,22,15,6,9,56,23,33
Walla Walla,53071,2011,55-59,"3,960","1,974","1,985","3,792","1,886","1,905",44,32,12,37,18,19,37,13,23,5,2,3,45,22,23
Walla Walla,53071,2011,60-64,"3,422","1,724","1,697","3,272","1,646","1,627",30,23,6,33,18,15,35,13,23,6,3,3,45,22,23
Walla Walla,53071,2011,65-69,"2,512","1,242","1,271","2,422","1,203","1,219",9,7,2,18,6,12,34,10,24,3,2,1,26,13,13
Walla Walla,53071,2011,70-74,"1,800",833,968,"1,750",807,943,15,6,8,9,4,4,9,3,6,3,2,1,15,10,5
Walla Walla,53071,2011,75-79,"1,553",678,875,"1,504",662,843,6,2,4,13,3,10,15,6,9,3,2,1,12,3,9
Walla Walla,53071,2011,80-84,"1,428",559,869,"1,399",546,853,6,0,6,3,1,2,13,7,6,1,1,0,6,4,2
Walla Walla,53071,2011,85+,"1,664",598,"1,066","1,639",588,"1,051",5,3,2,2,0,2,11,5,6,0,0,0,6,2,4
Walla Walla,53071,2011,Total,"58,800","29,858","28,942","54,539","27,437","27,102","1,156",910,246,743,409,334,800,333,467,182,101,81,"1,380",669,711
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Whatcom,53073,2011,0-4,"11,212","5,820","5,392","9,227","4,772","4,456",169,90,79,510,273,238,375,197,177,22,11,11,909,477,432
Whatcom,53073,2011,5-9,"11,298","5,843","5,455","9,423","4,873","4,550",140,67,73,471,254,217,406,207,199,47,21,25,811,422,389
Whatcom,53073,2011,10-14,"11,982","6,099","5,883","10,016","5,135","4,881",182,84,98,557,293,264,424,194,230,37,19,18,766,375,391
Whatcom,53073,2011,15-19,"15,490","7,557","7,932","13,019","6,360","6,659",239,122,117,626,331,295,656,315,342,63,30,33,887,401,487
Whatcom,53073,2011,20-24,"20,319","10,193","10,126","17,372","8,729","8,643",300,169,131,625,324,302,956,458,498,79,44,35,987,470,517
Whatcom,53073,2011,25-29,"14,286","7,490","6,797","12,539","6,584","5,955",205,137,67,462,235,228,518,252,266,55,30,25,508,251,256
